xid;data_hora;;;;;;
URU_Inv_1.13_CTE_Número de Série;2026-07-15 10:08:37.9840;;;;;;
URU_Inv_1.13_MED_Corrente - Fase A (A);2026-07-15 10:01:51.5980;;;;;;
URU_Inv_1.13_MED_Corrente - Fase A (A);2026-07-15 10:03:37.9520;;;;;;
URU_Inv_1.13_MED_Corrente - Fase A (A);2026-07-15 10:06:51.5980;;;;;;
URU_Inv_1.13_MED_Corrente - Fase A (A);2026-07-15 10:08:37.9520;;;;;;
URU_Inv_1.13_MED_Corrente - Fase B (A);2026-07-15 10:01:51.6130;;;;;;
URU_Inv_1.13_MED_Corrente - Fase B (A);2026-07-15 10:03:37.9520;;;;;;
URU_Inv_1.13_MED_Corrente - Fase B (A);2026-07-15 10:06:51.6130;;;;;;
URU_Inv_1.13_MED_Corrente - Fase B (A);2026-07-15 10:08:37.9520;;;;;;
URU_Inv_1.13_MED_Corrente - Fase C (A);2026-07-15 10:01:51.6130;;;;;;
URU_Inv_1.13_MED_Corrente - Fase C (A);2026-07-15 10:03:37.9670;;;;;;
URU_Inv_1.13_MED_Corrente - Fase C (A);2026-07-15 10:06:51.6130;;;;;;
URU_Inv_1.13_MED_Corrente - Fase C (A);2026-07-15 10:08:37.9670;;;;;;
URU_Inv_1.13_MED_Energia Diária (KWh);2026-07-15 10:01:51.6130;;;;;;
URU_Inv_1.13_MED_Energia Diária (KWh);2026-07-15 10:03:37.9670;;;;;;
URU_Inv_1.13_MED_Energia Diária (KWh);2026-07-15 10:06:51.6130;;;;;;
URU_Inv_1.13_MED_Energia Diária (KWh);2026-07-15 10:08:37.9670;;;;;;
URU_Inv_1.13_MED_Energia Mensal (KWh);2026-07-15 10:01:51.6290;;;;;;
URU_Inv_1.13_MED_Energia Mensal (KWh);2026-07-15 10:03:38.0140;;;;;;
URU_Inv_1.13_MED_Energia Mensal (KWh);2026-07-15 10:06:51.6290;;;;;;
URU_Inv_1.13_MED_Energia Mensal (KWh);2026-07-15 10:08:38.0140;;;;;;
URU_Inv_1.13_MED_Energia Total Acumulada (Wh);2026-07-15 10:01:51.6130;;;;;;
URU_Inv_1.13_MED_Energia Total Acumulada (Wh);2026-07-15 10:03:37.9670;;;;;;
URU_Inv_1.13_MED_Energia Total Acumulada (Wh);2026-07-15 10:06:51.6130;;;;;;
URU_Inv_1.13_MED_Energia Total Acumulada (Wh);2026-07-15 10:08:37.9670;;;;;;
URU_Inv_1.13_MED_Fator de Potência;2026-07-15 10:01:51.6290;;;;;;
URU_Inv_1.13_MED_Fator de Potência;2026-07-15 10:03:37.9990;;;;;;
URU_Inv_1.13_MED_Fator de Potência;2026-07-15 10:06:51.6290;;;;;;
URU_Inv_1.13_MED_Fator de Potência;2026-07-15 10:08:37.9990;;;;;;
URU_Inv_1.13_MED_Frequência (Hz);2026-07-15 10:01:51.6130;;;;;;
URU_Inv_1.13_MED_Frequência (Hz);2026-07-15 10:03:37.9670;;;;;;
URU_Inv_1.13_MED_Frequência (Hz);2026-07-15 10:06:51.6130;;;;;;
URU_Inv_1.13_MED_Frequência (Hz);2026-07-15 10:08:37.9670;;;;;;
URU_Inv_1.13_MED_Potência Aparente (KVA);2026-07-15 10:01:51.6450;;;;;;
URU_Inv_1.13_MED_Potência Aparente (KVA);2026-07-15 10:03:38.0770;;;;;;
URU_Inv_1.13_MED_Potência Aparente (KVA);2026-07-15 10:06:51.6450;;;;;;
URU_Inv_1.13_MED_Potência Aparente (KVA);2026-07-15 10:08:38.0770;;;;;;
URU_Inv_1.13_MED_Potência Ativa (KW);2026-07-15 10:01:51.6450;;;;;;
URU_Inv_1.13_MED_Potência Ativa (KW);2026-07-15 10:03:38.0770;;;;;;
URU_Inv_1.13_MED_Potência Ativa (KW);2026-07-15 10:06:51.6450;;;;;;
URU_Inv_1.13_MED_Potência Ativa (KW);2026-07-15 10:08:38.0770;;;;;;
URU_Inv_1.13_MED_Potência Ativa (W);2026-07-15 10:01:52.0200;;;;;;
URU_Inv_1.13_MED_Potência Ativa (W);2026-07-15 10:03:38.8580;;;;;;
URU_Inv_1.13_MED_Potência Ativa (W);2026-07-15 10:06:52.0200;;;;;;
URU_Inv_1.13_MED_Potência Ativa (W);2026-07-15 10:08:38.8580;;;;;;
URU_Inv_1.13_MED_Potência de Entrada CC (KW);2026-07-15 10:01:51.6130;;;;;;
URU_Inv_1.13_MED_Potência de Entrada CC (KW);2026-07-15 10:03:37.9840;;;;;;
URU_Inv_1.13_MED_Potência de Entrada CC (KW);2026-07-15 10:06:51.6130;;;;;;
URU_Inv_1.13_MED_Potência de Entrada CC (KW);2026-07-15 10:08:37.9840;;;;;;
URU_Inv_1.13_MED_Potência Reativa (KVAr);2026-07-15 10:01:51.6290;;;;;;
URU_Inv_1.13_MED_Potência Reativa (KVAr);2026-07-15 10:03:37.9990;;;;;;
URU_Inv_1.13_MED_Potência Reativa (KVAr);2026-07-15 10:06:51.6290;;;;;;
URU_Inv_1.13_MED_Potência Reativa (KVAr);2026-07-15 10:08:37.9990;;;;;;
URU_Inv_1.13_MED_Temperatura Interna (°C);2026-07-15 10:01:51.6290;;;;;;
URU_Inv_1.13_MED_Temperatura Interna (°C);2026-07-15 10:03:37.9990;;;;;;
URU_Inv_1.13_MED_Temperatura Interna (°C);2026-07-15 10:06:51.6290;;;;;;
URU_Inv_1.13_MED_Temperatura Interna (°C);2026-07-15 10:08:37.9990;;;;;;
URU_Inv_1.13_MED_Tensão - Vab (V);2026-07-15 10:01:51.6130;;;;;;
URU_Inv_1.13_MED_Tensão - Vab (V);2026-07-15 10:03:37.9840;;;;;;
URU_Inv_1.13_MED_Tensão - Vab (V);2026-07-15 10:06:51.6130;;;;;;
URU_Inv_1.13_MED_Tensão - Vab (V);2026-07-15 10:08:37.9840;;;;;;
URU_Inv_1.13_MED_Tensão - Vbc (V);2026-07-15 10:01:51.6290;;;;;;
URU_Inv_1.13_MED_Tensão - Vbc (V);2026-07-15 10:03:37.9990;;;;;;
URU_Inv_1.13_MED_Tensão - Vbc (V);2026-07-15 10:06:51.6290;;;;;;
URU_Inv_1.13_MED_Tensão - Vbc (V);2026-07-15 10:08:37.9990;;;;;;
URU_Inv_1.13_MED_Tensão - Vca (V);2026-07-15 10:01:51.6290;;;;;;
URU_Inv_1.13_MED_Tensão - Vca (V);2026-07-15 10:03:37.9990;;;;;;
URU_Inv_1.13_MED_Tensão - Vca (V);2026-07-15 10:06:51.6290;;;;;;
URU_Inv_1.13_MED_Tensão - Vca (V);2026-07-15 10:08:37.9990;;;;;;
URU_Inv_1.13_MED_Tensão no Barramento (V);2026-07-15 10:01:51.6450;;;;;;
URU_Inv_1.13_MED_Tensão no Barramento (V);2026-07-15 10:03:38.0770;;;;;;
URU_Inv_1.13_MED_Tensão no Barramento (V);2026-07-15 10:06:51.6450;;;;;;
URU_Inv_1.13_MED_Tensão no Barramento (V);2026-07-15 10:08:38.0770;;;;;;
URU_Inv_1.13_STA_Status do Inversor;2026-07-15 10:01:51.6130;;;;;;
URU_Inv_1.13_STA_Status do Inversor;2026-07-15 10:03:37.9840;;;;;;
URU_Inv_1.13_STA_Status do Inversor;2026-07-15 10:06:51.6130;;;;;;
URU_Inv_1.13_STA_Status do Inversor;2026-07-15 10:08:37.9840;;;;;;
URU_Inv_1.13_STA_Status Operacional;2026-07-15 10:01:51.6450;;;;;;
URU_Inv_1.13_STA_Status Operacional;2026-07-15 10:03:38.0770;;;;;;
URU_Inv_1.13_STA_Status Operacional;2026-07-15 10:06:51.6450;;;;;;
URU_Inv_1.13_STA_Status Operacional;2026-07-15 10:08:38.0770;;;;;;
URU_Inv_1.13_STA_Tempo de Operação (h);2026-07-15 10:01:51.6450;;;;;;
URU_Inv_1.13_STA_Tempo de Operação (h);2026-07-15 10:03:38.0920;;;;;;
URU_Inv_1.13_STA_Tempo de Operação (h);2026-07-15 10:06:51.6450;;;;;;
URU_Inv_1.13_STA_Tempo de Operação (h);2026-07-15 10:08:38.0920;;;;;;
URU_Inv_1.13_STR_Corrente PV01 (A);2026-07-15 10:01:51.5200;;;;;;
URU_Inv_1.13_STR_Corrente PV01 (A);2026-07-15 10:03:37.8580;;;;;;
URU_Inv_1.13_STR_Corrente PV01 (A);2026-07-15 10:06:51.5200;;;;;;
URU_Inv_1.13_STR_Corrente PV01 (A);2026-07-15 10:08:37.8580;;;;;;
URU_Inv_1.13_STR_Corrente PV02 (A);2026-07-15 10:01:51.5350;;;;;;
URU_Inv_1.13_STR_Corrente PV02 (A);2026-07-15 10:03:37.8580;;;;;;
URU_Inv_1.13_STR_Corrente PV02 (A);2026-07-15 10:06:51.5350;;;;;;
URU_Inv_1.13_STR_Corrente PV02 (A);2026-07-15 10:08:37.8580;;;;;;
URU_Inv_1.13_STR_Corrente PV03 (A);2026-07-15 10:01:51.5350;;;;;;
URU_Inv_1.13_STR_Corrente PV03 (A);2026-07-15 10:03:37.8740;;;;;;
URU_Inv_1.13_STR_Corrente PV03 (A);2026-07-15 10:06:51.5350;;;;;;
URU_Inv_1.13_STR_Corrente PV03 (A);2026-07-15 10:08:37.8740;;;;;;
URU_Inv_1.13_STR_Corrente PV04 (A);2026-07-15 10:01:51.5350;;;;;;
URU_Inv_1.13_STR_Corrente PV04 (A);2026-07-15 10:03:37.8740;;;;;;
URU_Inv_1.13_STR_Corrente PV04 (A);2026-07-15 10:06:51.5350;;;;;;
URU_Inv_1.13_STR_Corrente PV04 (A);2026-07-15 10:08:37.8740;;;;;;
URU_Inv_1.13_STR_Corrente PV05 (A);2026-07-15 10:01:51.5510;;;;;;
URU_Inv_1.13_STR_Corrente PV05 (A);2026-07-15 10:03:37.8740;;;;;;
URU_Inv_1.13_STR_Corrente PV05 (A);2026-07-15 10:06:51.5510;;;;;;
URU_Inv_1.13_STR_Corrente PV05 (A);2026-07-15 10:08:37.8740;;;;;;
URU_Inv_1.13_STR_Corrente PV06 (A);2026-07-15 10:01:51.5510;;;;;;
URU_Inv_1.13_STR_Corrente PV06 (A);2026-07-15 10:03:37.8740;;;;;;
